problem_index,problem_text,top_matches
205,"파이프 필터 형태의 소프트웨어 아키텍처에 대한 설명으로 옳은 것은?
서브시스템이 입력데이터를 받아 처리하고 결과를 다음 서브시스템으로 넘겨주는 과정을 반복한다.
파이프 필터 아키텍...","[{'rank': 1, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.6575838520145829, 'sbert_score': 0.6739822, 'keyword_score': 0.021116421073268714}, {'rank': 2, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.6539675534910911, 'sbert_score': 0.64205265, 'keyword_score': 0.025027183219851538}, {'rank': 3, 'topic_id': 29, 'topic_description': '관계 데이터 모델, 관계대수, 관계해석, 시스템카탈로그, 뷰를 포함한 관계데이터베이스 모델은 데이터베이스의 이론적 기반을 다루는 주제입니다. 데이터 구조와 연산을 정의합니다.', 'combined_score': 0.6530168827150149, 'sbert_score': 0.59087026, 'keyword_score': 0.03216037659105076}]"
206,"코드화 대상 항목의 중량, 면적, 용량 등의 물리적 수치를 이용하여 만든 코드는?
표의 숫자 코드
문제에서 ""코드화 대상 항목의 중량, 면적, 용량 등의 물리적 수치를 이용하여 만...","[{'rank': 1, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.685063275027378, 'sbert_score': 0.6579945, 'keyword_score': 0.0460756912381327}, {'rank': 2, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.6721485670937626, 'sbert_score': 0.5901857, 'keyword_score': 0.058078240125167435}, {'rank': 3, 'topic_id': 13, 'topic_description': '쿼리 성능 측정, 소스코드 인스펙션을 포함한 데이터 조작 프로시저 최적화는 데이터 처리 성능을 개선하는 주제입니다. 쿼리 튜닝과 코드 검토를 통해 효율성을 높입니다.', 'combined_score': 0.6075729560620804, 'sbert_score': 0.5716537, 'keyword_score': 0.043631269585048274}]"
207,"디자인 패턴 사용의 장?단점에 대한 설명으로 거리가 먼 것은?
절차형 언어와 함께 이용될 때 효율이 극대화된다.
디자인 패턴은 소프트웨어 개발에서 반복적으로 발생하는 문제에 대한 ...","[{'rank': 1, 'topic_id': 7, 'topic_description': '객체지향 프로그래밍(OOP), 디자인 패턴을 포함한 객체지향 설계는 클래스, 상속, 다형성, 캡슐화를 통해 소프트웨어 구조를 설계하는 주제입니다. GoF 디자인 패턴(예: Factory, Singleton)을 활용해 유지보수성을 향상시킵니다.', 'combined_score': 0.8333377956528562, 'sbert_score': 0.7916722, 'keyword_score': 0.24525018859213554}, {'rank': 2, 'topic_id': 6, 'topic_description': '설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도를 포함한 공통 모듈 설계는 소프트웨어의 재사용 가능한 구성 요소를 설계하는 주제입니다. 모듈 간 독립성을 높이고 시스템 구조를 최적화합니다.', 'combined_score': 0.6081114981767552, 'sbert_score': 0.7227813, 'keyword_score': 0.03664825314740387}, {'rank': 3, 'topic_id': 42, 'topic_description': '절차적, 객체지향, 스크립트, 선언형 언어를 포함한 언어특성 활용은 다양한 프로그래밍 언어의 특성을 활용하는 주제입니다. 언어별 최적의 코딩 방식을 적용합니다.', 'combined_score': 0.5993918657225972, 'sbert_score': 0.71996, 'keyword_score': 0.028723577282450292}]"
208,"DFD(data flow diagram)에 대한 설명으로 틀린 것은?
시간 흐름을 명확하게 표현할 수 있다.
DFD는 시스템의 자료 흐름을 시각적으로 표현하는 도구입니다.  마치 ...","[{'rank': 1, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.5569346945184867, 'sbert_score': 0.5324331, 'keyword_score': 0.02359458479679368}, {'rank': 2, 'topic_id': 3, 'topic_description': '모델링 기법, 분석자동화 도구, 요구사항 관리 도구를 포함한 분석모델 확인은 시스템 요구사항을 시각화하고 검증하는 주제입니다. UML 다이어그램과 자동화 도구를 사용해 분석 모델의 정확성과 일관성을 확보합니다.', 'combined_score': 0.5478165444352201, 'sbert_score': 0.475707, 'keyword_score': 0.030126497319747866}, {'rank': 3, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.539227109592314, 'sbert_score': 0.42403388, 'keyword_score': 0.03602550618898798}]"
209,"그래픽 표기법을 이용하여 소프트웨어 구성 요소를 모델링하는 럼바우 분석 기법에 포함되지 않는 것은?
블랙박스 분석 모델링
이 문제는 럼바우 분석 기법에서 사용하는 그래픽 표기법을 ...","[{'rank': 1, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.7344507779099062, 'sbert_score': 0.694215, 'keyword_score': 0.08527068668069764}, {'rank': 2, 'topic_id': 6, 'topic_description': '설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도를 포함한 공통 모듈 설계는 소프트웨어의 재사용 가능한 구성 요소를 설계하는 주제입니다. 모듈 간 독립성을 높이고 시스템 구조를 최적화합니다.', 'combined_score': 0.7252180792728535, 'sbert_score': 0.7007216, 'keyword_score': 0.07839583023789246}, {'rank': 3, 'topic_id': 3, 'topic_description': '모델링 기법, 분석자동화 도구, 요구사항 관리 도구를 포함한 분석모델 확인은 시스템 요구사항을 시각화하고 검증하는 주제입니다. UML 다이어그램과 자동화 도구를 사용해 분석 모델의 정확성과 일관성을 확보합니다.', 'combined_score': 0.6807096433302023, 'sbert_score': 0.6954405, 'keyword_score': 0.05921432794780195}]"
210,"UML의 기본 구성요소가 아닌 것은?
Terminal
UML은 소프트웨어 시스템을 시각적으로 모델링하는 표준 언어입니다.  UML을 사용하면 복잡한 시스템을 이해하기 쉽게 그림으로...","[{'rank': 1, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.6974087772418553, 'sbert_score': 0.62176096, 'keyword_score': 0.08565245641728009}, {'rank': 2, 'topic_id': 46, 'topic_description': '웹서버, DB서버, 패키지를 포함한 기본 개발환경 구축은 소프트웨어 개발을 위한 서버 환경을 구성하는 주제입니다. 개발 준비를 체계화합니다.', 'combined_score': 0.6727148715085891, 'sbert_score': 0.6002637, 'keyword_score': 0.08244215182423514}, {'rank': 3, 'topic_id': 6, 'topic_description': '설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도를 포함한 공통 모듈 설계는 소프트웨어의 재사용 가능한 구성 요소를 설계하는 주제입니다. 모듈 간 독립성을 높이고 시스템 구조를 최적화합니다.', 'combined_score': 0.6156232729053617, 'sbert_score': 0.67567736, 'keyword_score': 0.032154525586243064}]"
211,"소프트웨어의 상위설계에 속하지 않는 것은?
모듈 설계
소프트웨어 상위 설계는 시스템의 전체적인 구조와 흐름을 설계하는 단계입니다.  아키텍처 설계는 시스템의 기본적인 구조, 구성 ...","[{'rank': 1, 'topic_id': 6, 'topic_description': '설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도를 포함한 공통 모듈 설계는 소프트웨어의 재사용 가능한 구성 요소를 설계하는 주제입니다. 모듈 간 독립성을 높이고 시스템 구조를 최적화합니다.', 'combined_score': 0.8520264743975818, 'sbert_score': 0.8150331, 'keyword_score': 0.2554971928430936}, {'rank': 2, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.6975439516883225, 'sbert_score': 0.77067924, 'keyword_score': 0.1034770523197814}, {'rank': 3, 'topic_id': 9, 'topic_description': '시스템 아키텍처, 인터페이스 시스템을 포함한 인터페이스 대상 식별은 시스템 간 연결 대상을 식별하는 주제입니다. 인터페이스의 구조와 역할을 분석해 통합 설계를 지원합니다.', 'combined_score': 0.6863237573322853, 'sbert_score': 0.7746826, 'keyword_score': 0.08505203688144544}]"
212,"다음 중 자료사전(Data Dictionary)에서 선택의 의미를 나타내는 것은?
[ ]
자료사전(Data Dictionary)은 데이터베이스 시스템에서 사용되는 데이터의 구조와 ...","[{'rank': 1, 'topic_id': 27, 'topic_description': 'DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전을 포함한 기본 SQL 작성은 데이터베이스 구조를 정의하는 주제입니다. 기본적인 테이블 생성과 관리 기술을 다룹니다.', 'combined_score': 0.7227363927986102, 'sbert_score': 0.69162893, 'keyword_score': 0.04961600403183678}, {'rank': 2, 'topic_id': 29, 'topic_description': '관계 데이터 모델, 관계대수, 관계해석, 시스템카탈로그, 뷰를 포함한 관계데이터베이스 모델은 데이터베이스의 이론적 기반을 다루는 주제입니다. 데이터 구조와 연산을 정의합니다.', 'combined_score': 0.6707587838256501, 'sbert_score': 0.68824494, 'keyword_score': 0.03518790774098101}, {'rank': 3, 'topic_id': 33, 'topic_description': '데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화를 포함한 물리 데이터베이스 모델링은 데이터베이스의 물리적 구조를 설계하는 주제입니다. 데이터 일관성을 유지합니다.', 'combined_score': 0.6579893152141075, 'sbert_score': 0.6059725, 'keyword_score': 0.050722361017838904}]"
213,"소프트웨어의 사용자 인터페이스개발시스템(User Interface Development System)이 가져야 할 기능이 아닌 것은?
소스 코드 분석 및 오류 복구
사용자 인터페이...","[{'rank': 1, 'topic_id': 4, 'topic_description': 'UI 표준, UI 지침, 스토리보드를 포함한 UI 요구사항 확인은 사용자 인터페이스의 기능과 디자인 요구사항을 정의하는 주제입니다. 사용자 경험을 개선하기 위해 표준화된 지침과 시각적 설계안을 작성합니다.', 'combined_score': 0.7873796342590703, 'sbert_score': 0.73422456, 'keyword_score': 0.164920876135914}, {'rank': 2, 'topic_id': 5, 'topic_description': '감성공학, UI 설계 도구를 포함한 UI 설계는 직관적이고 사용자 친화적인 인터페이스를 설계하는 주제입니다. 사용자 감정을 고려한 디자인과 도구를 활용해 효율적인 UI를 구현합니다.', 'combined_score': 0.712045709708436, 'sbert_score': 0.6959877, 'keyword_score': 0.12802439572784638}, {'rank': 3, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.711323001297681, 'sbert_score': 0.74546707, 'keyword_score': 0.0947877162202777}]"
214,"요구 사항 명세기법에 대한 설명으로 틀린 것은?
비정형 명세기법은 사용자의 요구를 표현할 때 Z 비정형 명세기법을 사용한다.
요구사항 명세 기법은 사용자의 요구를 개발자가 이해할 ...","[{'rank': 1, 'topic_id': 2, 'topic_description': '요구 분석 기법, UML, 애자일(Agile)을 포함한 요구사항 확인은 사용자와 이해관계자의 요구를 명확히 정의하고 문서화하는 주제입니다. 워크스루, 인스펙션, 프로토타이핑 등의 기법을 활용해 요구사항의 완성도를 높입니다.', 'combined_score': 0.7966440436339508, 'sbert_score': 0.745805, 'keyword_score': 0.06933044158914371}, {'rank': 2, 'topic_id': 8, 'topic_description': '내외부 인터페이스 요구사항, 요구공학을 포함한 인터페이스 요구사항 확인은 시스템 간 데이터 교환 요구사항을 정의하는 주제입니다. 인터페이스의 기능과 표준을 명확히 설정해 상호운용성을 확보합니다.', 'combined_score': 0.6350997653229359, 'sbert_score': 0.6316929, 'keyword_score': 0.044976536544457865}, {'rank': 3, 'topic_id': 4, 'topic_description': 'UI 표준, UI 지침, 스토리보드를 포함한 UI 요구사항 확인은 사용자 인터페이스의 기능과 디자인 요구사항을 정의하는 주제입니다. 사용자 경험을 개선하기 위해 표준화된 지침과 시각적 설계안을 작성합니다.', 'combined_score': 0.6021268400307487, 'sbert_score': 0.63822913, 'keyword_score': 0.03173375606567909}]"
215,"소프트웨어 개발 단계에서 요구 분석 과정에 대한 설명으로 거리가 먼 것은?
개발 비용이 가장 많이 소요되는 단계이다.
소프트웨어 개발 단계 중 요구 분석 단계는 사용자의 요구를 정...","[{'rank': 1, 'topic_id': 2, 'topic_description': '요구 분석 기법, UML, 애자일(Agile)을 포함한 요구사항 확인은 사용자와 이해관계자의 요구를 명확히 정의하고 문서화하는 주제입니다. 워크스루, 인스펙션, 프로토타이핑 등의 기법을 활용해 요구사항의 완성도를 높입니다.', 'combined_score': 0.7846872328203843, 'sbert_score': 0.73085904, 'keyword_score': 0.1326197424483517}, {'rank': 2, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7293746109941305, 'sbert_score': 0.7579534, 'keyword_score': 0.08156900000177054}, {'rank': 3, 'topic_id': 3, 'topic_description': '모델링 기법, 분석자동화 도구, 요구사항 관리 도구를 포함한 분석모델 확인은 시스템 요구사항을 시각화하고 검증하는 주제입니다. UML 다이어그램과 자동화 도구를 사용해 분석 모델의 정확성과 일관성을 확보합니다.', 'combined_score': 0.7162706994918944, 'sbert_score': 0.7591597, 'keyword_score': 0.07223992342615942}]"
